word,sentiment,n,value
luck,positive,7,3
misleading,negative,7,-3
outstanding,positive,7,5
pleasure,positive,7,3
punish,negative,7,-2
recommend,positive,7,2
refusing,negative,7,-2
shocked,negative,7,-2
successful,positive,7,3
unacceptable,negative,7,-2
applaud,positive,6,2
bother,negative,6,-2
celebrated,positive,6,3
collapse,negative,6,-2
condemned,negative,6,-2
confuse,negative,6,-2
controversial,negative,6,-2
criticized,negative,6,-2
cruel,negative,6,-3
damage,negative,6,-3
distort,negative,6,-2
doomed,negative,6,-2
fallen,negative,6,-2
friendly,positive,6,2
gained,positive,6,2
gains,positive,6,2
happiness,positive,6,3
harmful,negative,6,-2
horrific,negative,6,-3
injustice,negative,6,-2
innovation,positive,6,1
inspiration,positive,6,2
intimidating,negative,6,-2
limits,negative,6,-1
mocks,negative,6,-2
odd,negative,6,-2
pain,negative,6,-2
perfectly,positive,6,3
poison,negative,6,-2
refused,negative,6,-2
ruining,negative,6,-2
significant,positive,6,1
smile,positive,6,2
suck,negative,6,-3
supporter,positive,6,1
threaten,negative,6,-2
tortured,negative,6,-4
totalitarian,negative,6,-2
ugly,negative,6,-3
waste,negative,6,-1
wasted,negative,6,-2
winner,positive,6,4
accusing,negative,5,-2
aggression,negative,5,-2
blah,negative,5,-2
bully,negative,5,-2
cheat,negative,5,-3
confusing,negative,5,-2
coward,negative,5,-2
cruelty,negative,5,-3
deceive,negative,5,-3
denied,negative,5,-2
disdain,negative,5,-2
dispute,negative,5,-2
doom,negative,5,-2
effective,positive,5,2
fails,negative,5,-2
faithful,positive,5,3
fantastic,positive,5,4
harsh,negative,5,-2
hilarious,positive,5,2
illness,negative,5,-2
inspiring,positive,5,3
kudos,positive,5,3
liar,negative,5,-3
loyalty,positive,5,3
messed,negative,5,-2
mocked,negative,5,-2
naive,negative,5,-2
panic,negative,5,-3
phobic,negative,5,-2
prosecute,negative,5,-1
protesting,negative,5,-2
racists,negative,5,-3
ruined,negative,5,-2
ruins,negative,5,-2
satisfied,positive,5,2
secure,positive,5,2
silly,negative,5,-1
steals,negative,5,-2
strongest,positive,5,2
stuck,negative,5,-2
sweet,positive,5,2
tension,negative,5,-1
terrorize,negative,5,-3
treason,negative,5,-3
vague,negative,5,-2
warning,negative,5,-3
worthy,positive,5,2
abused,negative,4,-3
admire,positive,4,3
advanced,positive,4,1
bastards,negative,4,-5
bitch,negative,4,-5
bloody,negative,4,-3
bullying,negative,4,-2
cheats,negative,4,-3
condemnation,negative,4,-2
critics,negative,4,-2
cute,positive,4,2
disaster,negative,4,-2
disbelieve,negative,4,-2
disgust,negative,4,-3
disgusted,negative,4,-3
disregard,negative,4,-2
embarrassing,negative,4,-2
error,negative,4,-2
failure,negative,4,-2
fascinating,positive,4,3
fearful,negative,4,-2
frustration,negative,4,-2
goodness,positive,4,3
grace,positive,4,1
greed,negative,4,-3
guilt,negative,4,-3
haters,negative,4,-3
honored,positive,4,2
horrified,negative,4,-3
intense,negative,4,1
isolated,negative,4,-1
joy,positive,4,3
lag,negative,4,-1
lovely,positive,4,3
lucky,positive,4,3
manipulation,negative,4,-1
miracle,positive,4,4
mistaken,negative,4,-2
misunderstanding,negative,4,-2
murderer,negative,4,-2
myth,negative,4,-1
offend,negative,4,-2
passive,negative,4,-1
persecute,negative,4,-2
pleased,positive,4,3
praising,positive,4,3
remarkable,positive,4,2
revenge,negative,4,-2
revive,positive,4,2
risks,negative,4,-2
scary,negative,4,-2
severe,negative,4,-2
shocking,negative,4,-2
sincerity,positive,4,2
skepticism,negative,4,-2
smiles,positive,4,2
solidarity,positive,4,2
sophisticated,positive,4,2
suspect,negative,4,-1
tragic,negative,4,-2
trauma,negative,4,-3
trusted,positive,4,2
vicious,negative,4,-2
warned,negative,4,-2
abusive,negative,3,-3
adore,positive,3,3
aggressive,negative,3,-2
alarmed,negative,3,-2
annoying,negative,3,-2
appalled,negative,3,-2
appreciated,positive,3,2
awarded,positive,3,3
belittled,negative,3,-2
boring,negative,3,-3
bothered,negative,3,-2
broke,negative,3,-1
broken,negative,3,-1
clean,positive,3,2
clever,positive,3,2
compassionate,positive,3,2
comprehensive,positive,3,2
cowardly,negative,3,-2
damned,negative,3,-4
debt,negative,3,-2
degrade,negative,3,-2
destructive,negative,3,-3
dick,negative,3,-4
disappointed,negative,3,-2
doubts,negative,3,-1
drunk,negative,3,-2
ease,positive,3,2
elegant,positive,3,2
emergency,negative,3,-2
endorse,positive,3,2
enjoying,positive,3,2
enslave,negative,3,-2
envy,positive,3,-1
ethical,positive,3,2
excellence,positive,3,3
exciting,positive,3,3
feeble,negative,3,-2
foolish,negative,3,-2
greedy,negative,3,-2
guilty,negative,3,-3
hug,positive,3,2
impatient,negative,3,-2
improved,positive,3,2
improving,positive,3,2
infected,negative,3,-2
influential,positive,3,2
injury,negative,3,-2
irritating,negative,3,-3
loyal,positive,3,3
madness,negative,3,-3
marvel,positive,3,3
mischief,negative,3,-1
nasty,negative,3,-3
notorious,negative,3,-2
positively,positive,3,2
regret,negative,3,-2
rejoice,positive,3,4
restored,positive,3,1
restricted,negative,3,-2
selfish,negative,3,-3
sincerely,positive,3,2
skeptical,negative,3,-2
smiling,positive,3,2
stable,positive,3,2
stolen,negative,3,-2
struck,negative,3,-1
struggles,negative,3,-2
suffers,negative,3,-2
terribly,negative,3,-3
trap,negative,3,-1
unbiased,positive,3,2
uncertain,negative,3,-1
unjust,negative,3,-2
unstable,negative,3,-2
useless,negative,3,-2
violate,negative,3,-2
vulnerable,negative,3,-2
weakness,negative,3,-2
willingness,positive,3,2
woo,positive,3,3
accomplish,positive,2,2
accomplished,positive,2,2
accusations,negative,2,-2
ache,negative,2,-2
affection,positive,2,3
alienation,negative,2,-2
animosity,negative,2,-2
antagonistic,negative,2,-2
anxiety,negative,2,-2
arrogant,negative,2,-2
astounding,positive,2,3
attraction,positive,2,2
award,positive,2,3
awards,positive,2,3
beautifully,positive,2,3
beautify,positive,2,3
betray,negative,2,-3
betrayal,negative,2,-3
bitter,negative,2,-2
bomb,negative,2,-1
boost,positive,2,1
bored,negative,2,-2
brightest,positive,2,2
catastrophic,negative,2,-4
cherish,positive,2,2
comfort,positive,2,2
comforting,positive,2,2
commitment,positive,2,2
complained,negative,2,-2
conflicts,negative,2,-2
contempt,negative,2,-2
creative,positive,2,2
critic,negative,2,-2
crush,negative,2,-1
cunt,negative,2,-5
darkness,negative,2,-1
deceiving,negative,2,-3
dedicated,positive,2,2
depressing,negative,2,-2
desirable,positive,2,2
desperate,negative,2,-3
devastating,negative,2,-2
disappoints,negative,2,-2
disastrous,negative,2,-3
discord,negative,2,-2
dishonest,negative,2,-2
disparaging,negative,2,-2
distraction,negative,2,-2
disturbed,negative,2,-2
dragged,negative,2,-1
dreadful,negative,2,-3
embarrass,negative,2,-2
enchanted,positive,2,2
enlighten,positive,2,2
exploit,negative,2,-2
failures,negative,2,-2
farce,negative,2,-1
fatigue,negative,2,-2
frenzy,negative,2,-3
frightening,negative,2,-3
frustrate,negative,2,-2
gaining,positive,2,2
generous,positive,2,2
glorious,positive,2,2
grief,negative,2,-2
guarantee,positive,2,1
gullible,negative,2,-2
harmed,negative,2,-2
havoc,negative,2,-2
heroic,positive,2,3
hoax,negative,2,-2
horrendous,negative,2,-3
humor,positive,2,2
hurting,negative,2,-2
impressed,positive,2,3
inability,negative,2,-2
incapable,negative,2,-2
inconvenience,negative,2,-2
indifferent,negative,2,-2
indoctrinate,negative,2,-2
inferior,negative,2,-2
insanity,negative,2,-2
insensitive,negative,2,-2
intimidation,negative,2,-2
irresponsible,negative,2,2
liars,negative,2,-3
loser,negative,2,-3
lunatic,negative,2,-3
meaningful,positive,2,2
meaningless,negative,2,-2
merry,positive,2,3
mindless,negative,2,-2
misread,negative,2,-1
murderous,negative,2,-3
outraged,negative,2,-3
pardon,positive,2,2
passionate,positive,2,2
powerless,negative,2,-2
privileged,positive,2,2
promises,positive,2,1
punitive,negative,2,-2
questionable,negative,2,-2
rant,negative,2,-3
reckless,negative,2,-2
resigned,negative,2,-1
rewarding,positive,2,2
ruin,negative,2,-2
sarcastic,negative,2,-2
scam,negative,2,-2
scream,negative,2,-2
shock,negative,2,-2
sinful,negative,2,-3
slut,negative,2,-5
solid,positive,2,2
steadfast,positive,2,2
strike,negative,2,-1
stronger,positive,2,2
survivor,positive,2,2
suspicious,negative,2,-2
terrific,positive,2,4
thankful,positive,2,2
thoughtful,positive,2,2
thrilled,positive,2,5
travesty,negative,2,-2
treasure,positive,2,2
troubles,negative,2,-2
uncomfortable,negative,2,-2
unethical,negative,2,-2
unhappy,negative,2,-2
unsure,negative,2,-1
upsetting,negative,2,-2
visionary,positive,2,3
wealthy,positive,2,2
wicked,negative,2,-2
worrying,negative,2,-3
abuses,negative,1,-3
advantages,positive,1,2
alarm,negative,1,-2
allergic,negative,1,-2
amaze,positive,1,2
amazed,positive,1,2
anguish,negative,1,-3
annoyed,negative,1,-2
anxious,negative,1,-2
apathy,negative,1,-3
appalling,negative,1,-2
ardent,positive,1,1
astounded,positive,1,3
bargain,positive,1,2
belittle,negative,1,-2
betrays,negative,1,-3
bitterly,negative,1,-2
bore,negative,1,-2
breakthrough,positive,1,3
burden,negative,1,-2
casualty,negative,1,-2
charming,positive,1,3
cheated,negative,1,-3
childish,negative,1,-2
clarity,positive,1,2
cleared,positive,1,1
clueless,negative,1,-2
complains,negative,1,-2
congratulation,positive,1,2
contend,negative,1,-1
courteous,positive,1,2
cynicism,negative,1,-2
daring,positive,1,2
deceit,negative,1,-3
defects,negative,1,-3
delay,negative,1,-1
delighted,positive,1,3
denies,negative,1,-2
depressed,negative,1,-2
despair,negative,1,-3
devastated,negative,1,-2
dirt,negative,1,-2
disadvantage,negative,1,-2
disappoint,negative,1,-2
dismal,negative,1,-2
displeased,negative,1,-2
disputed,negative,1,-2
disruption,negative,1,-2
distorts,negative,1,-2
distract,negative,1,-2
distressed,negative,1,-2
distrust,negative,1,-3
drags,negative,1,-1
dubious,negative,1,-2
dull,negative,1,-2
dumped,negative,1,-2
dupe,negative,1,-2
earnest,positive,1,2
effectively,positive,1,2
embarrassment,negative,1,-2
encouragement,positive,1,2
endorsed,positive,1,2
endorsement,positive,1,2
endorses,positive,1,2
enjoys,positive,1,2
enraged,negative,1,-2
entertaining,positive,1,2
envious,negative,1,-2
envious,positive,1,-2
errors,negative,1,-2
excitement,positive,1,3
expel,negative,1,-2
fame,positive,1,1
fascinate,positive,1,3
favored,positive,1,2
fearless,positive,1,2
fortunate,positive,1,2
frantic,negative,1,-1
frustrates,negative,1,-2
furious,negative,1,-3
genial,positive,1,3
hapless,negative,1,-2
hardy,positive,1,2
harms,negative,1,-2
haunt,negative,1,-1
heartbreaking,negative,1,-3
helpful,positive,1,2
honoring,positive,1,2
hopeful,positive,1,2
hopeless,negative,1,-2
hopelessness,negative,1,-2
humiliation,negative,1,-3
humorous,positive,1,2
humour,positive,1,2
hysteria,negative,1,-3
idiotic,negative,1,-3
imbecile,negative,1,-3
imperfect,negative,1,-2
impotent,negative,1,-2
impress,positive,1,3
impressive,positive,1,3
improvement,positive,1,2
incompetence,negative,1,-2
incompetent,negative,1,-2
infuriated,negative,1,-2
insecure,negative,1,-2
intimidate,negative,1,-2
jerk,negative,1,-3
jubilant,positive,1,3
keen,positive,1,1
lags,negative,1,-2
lame,negative,1,-2
lied,negative,1,-2
limitation,negative,1,-1
lonely,negative,1,-2
loose,negative,1,-3
maddening,negative,1,-3
mature,positive,1,2
miserable,negative,1,-3
misinformed,negative,1,-2
misrepresentation,negative,1,-2
misunderstand,negative,1,-2
moron,negative,1,-3
motivated,positive,1,2
needy,negative,1,-2
negativity,negative,1,-2
neglect,negative,1,-2
nervous,negative,1,-2
noisy,negative,1,-1
nosey,negative,1,-2
obliterated,negative,1,-2
obsolete,negative,1,-2
obstacle,negative,1,-2
obstinate,negative,1,-2
offender,negative,1,-2
offending,negative,1,-2
outcry,negative,1,-2
peril,negative,1,-2
pique,negative,1,-2
poorest,negative,1,-2
prosperous,positive,1,3
rage,negative,1,-2
regrets,negative,1,-2
regretted,negative,1,-2
rejoicing,positive,1,4
relaxed,positive,1,2
restrict,negative,1,-2
retard,negative,1,-2
retreat,negative,1,-1
revives,positive,1,2
scandal,negative,1,-3
scandals,negative,1,-3
skeptic,negative,1,-2
smartest,positive,1,2
starve,negative,1,-2
stereotype,negative,1,-2
struggled,negative,1,-2
stubborn,negative,1,-2
stunning,positive,1,4
stupidly,negative,1,-2
suave,positive,1,2
subversive,negative,1,-2
touts,negative,1,-2
trapped,negative,1,-2
treasonous,negative,1,-3
triumph,positive,1,4
unbelievable,negative,1,-1
unconfirmed,negative,1,-1
undecided,negative,1,-1
undermine,negative,1,-2
undermined,negative,1,-2
uneasy,negative,1,-2
unhealthy,negative,1,-2
unwanted,negative,1,-2
urgent,negative,1,-1
vibrant,positive,1,3
vigilant,positive,1,3
virtuous,positive,1,2
virulent,negative,1,-2
wasting,negative,1,-2
weary,negative,1,-2
weep,negative,1,-2
worn,negative,1,-1
worthless,negative,1,-2
wreck,negative,1,-2
zealous,negative,1,2
